날짜,시가,고가,저가,종가,거래량,티커,종목명
2024-10-31,21820,21820,21320,21455,17496,227540,TIGER 200 헬스케어
2024-11-01,21435,21435,20770,20770,24060,227540,TIGER 200 헬스케어
2024-11-04,20770,21640,20685,21600,25497,227540,TIGER 200 헬스케어
2024-11-06,21450,21590,21050,21480,24991,227540,TIGER 200 헬스케어
2024-11-07,21325,21325,20405,20730,39029,227540,TIGER 200 헬스케어
2024-11-08,20945,21155,20720,20795,15212,227540,TIGER 200 헬스케어
2024-11-11,20795,20835,20515,20745,22243,227540,TIGER 200 헬스케어
2024-11-12,20705,20705,19840,19840,44530,227540,TIGER 200 헬스케어
2024-11-13,19810,19935,19280,19290,27540,227540,TIGER 200 헬스케어
2024-11-14,19290,19550,19210,19210,23098,227540,TIGER 200 헬스케어
2024-11-15,19255,19255,18760,19005,16238,227540,TIGER 200 헬스케어
2024-11-18,18950,19145,18525,18920,62324,227540,TIGER 200 헬스케어
2024-11-19,18920,19220,18730,18780,21144,227540,TIGER 200 헬스케어
2024-11-20,19025,19100,18605,18860,14936,227540,TIGER 200 헬스케어
2024-11-21,19000,19040,18605,18830,17564,227540,TIGER 200 헬스케어
2024-11-22,18980,18980,18530,18660,22561,227540,TIGER 200 헬스케어
2024-11-25,18860,19180,18700,19130,34398,227540,TIGER 200 헬스케어
2024-11-26,19190,19190,18605,18695,11328,227540,TIGER 200 헬스케어
2024-11-27,18840,19050,18700,19010,25015,227540,TIGER 200 헬스케어
2024-11-28,19010,19735,19010,19690,37790,227540,TIGER 200 헬스케어
2024-11-29,19745,19745,19275,19280,20161,227540,TIGER 200 헬스케어
2024-12-02,19300,19630,19165,19330,22144,227540,TIGER 200 헬스케어
2024-12-03,19345,19720,19345,19630,19350,227540,TIGER 200 헬스케어
2024-12-04,19315,19410,18970,19175,23904,227540,TIGER 200 헬스케어
2024-12-05,19350,19350,19025,19040,12056,227540,TIGER 200 헬스케어
2024-12-06,19065,19145,18610,18840,24632,227540,TIGER 200 헬스케어
2024-12-09,18350,18600,18105,18105,46068,227540,TIGER 200 헬스케어
2024-12-10,18240,19005,18240,18995,36842,227540,TIGER 200 헬스케어
2024-12-11,19050,19210,18945,19130,15047,227540,TIGER 200 헬스케어
2024-12-12,19175,19650,19140,19310,11137,227540,TIGER 200 헬스케어
2024-12-13,19325,19965,19325,19765,17081,227540,TIGER 200 헬스케어
2024-12-16,19995,20025,19700,19840,14958,227540,TIGER 200 헬스케어
2024-12-17,19840,19840,19475,19515,19321,227540,TIGER 200 헬스케어
2024-12-18,19515,19975,19470,19925,3362,227540,TIGER 200 헬스케어
2024-12-19,19390,19630,19300,19300,10907,227540,TIGER 200 헬스케어
2024-12-20,19235,19240,18835,19035,11408,227540,TIGER 200 헬스케어
2024-12-23,19215,19490,19150,19465,5194,227540,TIGER 200 헬스케어
2024-12-24,19540,19540,19195,19410,10509,227540,TIGER 200 헬스케어
2024-12-26,19425,19515,19210,19300,7956,227540,TIGER 200 헬스케어
2024-12-27,19315,19400,18920,19120,10189,227540,TIGER 200 헬스케어
2024-12-30,19120,20140,19120,19970,33669,227540,TIGER 200 헬스케어
2025-01-02,19970,20050,19525,19585,27659,227540,TIGER 200 헬스케어
2025-01-03,19585,19770,19540,19740,33650,227540,TIGER 200 헬스케어
2025-01-06,19750,19950,19535,19845,42423,227540,TIGER 200 헬스케어
2025-01-07,19990,20360,19945,20280,17801,227540,TIGER 200 헬스케어
2025-01-08,20390,21025,20390,20735,48816,227540,TIGER 200 헬스케어
2025-01-09,20735,20870,20555,20835,172772,227540,TIGER 200 헬스케어
2025-01-10,20820,20950,20605,20605,21386,227540,TIGER 200 헬스케어
2025-01-13,20595,20905,20430,20695,15016,227540,TIGER 200 헬스케어
2025-01-14,20845,20905,20300,20350,19955,227540,TIGER 200 헬스케어
2025-01-15,20425,20510,20115,20140,11220,227540,TIGER 200 헬스케어
2025-01-16,20515,20720,20380,20515,37159,227540,TIGER 200 헬스케어
2025-01-17,20465,20465,20150,20225,16344,227540,TIGER 200 헬스케어
2025-01-20,20225,20260,20000,20145,19458,227540,TIGER 200 헬스케어
2025-01-21,20040,20375,20015,20095,8189,227540,TIGER 200 헬스케어
2025-01-22,20195,20400,20105,20115,15590,227540,TIGER 200 헬스케어
2025-01-23,20120,20405,20005,20080,20239,227540,TIGER 200 헬스케어
2025-01-24,20305,20420,20165,20330,12780,227540,TIGER 200 헬스케어
2025-01-31,20390,20555,20080,20255,6614,227540,TIGER 200 헬스케어
2025-02-03,20250,20250,19475,19720,26793,227540,TIGER 200 헬스케어
2025-02-04,19720,20275,19720,19945,13432,227540,TIGER 200 헬스케어
2025-02-05,20040,20545,19945,20345,17460,227540,TIGER 200 헬스케어
2025-02-06,20435,21025,20435,20985,38969,227540,TIGER 200 헬스케어
2025-02-07,20960,21255,20960,21110,25776,227540,TIGER 200 헬스케어
2025-02-10,21110,21295,20755,20995,23075,227540,TIGER 200 헬스케어
2025-02-11,21060,21325,21035,21160,19910,227540,TIGER 200 헬스케어
2025-02-12,21160,21160,20590,20710,16645,227540,TIGER 200 헬스케어
2025-02-13,20750,20805,20500,20735,14295,227540,TIGER 200 헬스케어
2025-02-14,20900,21055,20760,20765,10243,227540,TIGER 200 헬스케어
2025-02-17,20955,20955,20700,20860,9739,227540,TIGER 200 헬스케어
2025-02-18,20950,20950,20600,20700,16706,227540,TIGER 200 헬스케어
2025-02-19,20700,20715,20495,20555,18243,227540,TIGER 200 헬스케어
2025-02-20,20555,20580,20275,20420,16133,227540,TIGER 200 헬스케어
2025-02-21,20420,20520,20375,20400,10535,227540,TIGER 200 헬스케어
2025-02-24,20420,20465,20215,20300,6590,227540,TIGER 200 헬스케어
2025-02-25,20290,20620,20245,20340,21729,227540,TIGER 200 헬스케어
2025-02-26,20525,20880,20320,20865,22531,227540,TIGER 200 헬스케어
2025-02-27,20940,20940,20540,20570,42477,227540,TIGER 200 헬스케어
2025-02-28,20330,20460,19920,20015,41971,227540,TIGER 200 헬스케어
2025-03-04,19905,20397,19880,20210,23010,227540,TIGER 200 헬스케어
2025-03-05,20280,20500,20280,20480,22279,227540,TIGER 200 헬스케어
2025-03-06,20610,20610,20230,20310,5585,227540,TIGER 200 헬스케어
2025-03-07,20105,20105,19640,19640,35664,227540,TIGER 200 헬스케어
2025-03-10,19655,19775,19485,19690,21844,227540,TIGER 200 헬스케어
2025-03-11,19290,19580,19260,19435,17239,227540,TIGER 200 헬스케어
2025-03-12,19500,19600,19360,19545,29211,227540,TIGER 200 헬스케어
2025-03-13,19635,19700,19340,19345,19185,227540,TIGER 200 헬스케어
2025-03-14,19500,19795,19325,19680,32576,227540,TIGER 200 헬스케어
2025-03-17,19780,19880,19610,19880,19489,227540,TIGER 200 헬스케어
